"STATISTIC","Statistic Label","TLIST(M1)","Month","C01409V03262","Type of Material","UNIT","VALUE"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","68","Bituminous macadam, asphalt and bituminous emulsions","%","18.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","681","Bituminous macadam and asphalt","%","18.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","682","Bituminous emulsions","%","24.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","691","Electrical fittings","%","7.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","69162","Lighting equipment","%","0"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","69163","Protection and communication equipment","%","13.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","70","All other materials","%","15.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","700","Plumbing materials including sanitary ware","%","27.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","701","HVAC (heating and ventilation equipment)","%","6.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","702","Insulating materials","%","13.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","703","Pipes and fittings","%","24.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","70371","PVC pipes and fittings","%","26.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","70372","Copper pipes and fittings","%","23.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","704","Plaster","%","36.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","705","Paints, oils and varnishes","%","18.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","706","Glass","%","4.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","708","All other metal fittings","%","1.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202212","2022 December","709","All other products","%","11.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","-","Materials","%","15.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","601","Stone, sand and gravel","%","12.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","60161","Sand and gravel","%","15.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","60162","Stone","%","11.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","611","Cement","%","24.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","621","Ready mixed mortar and concrete","%","29.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","631","Concrete blocks and bricks","%","19.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","64","Other concrete products including precast","%","9.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","64261","Other concrete products (excluding precast concrete)","%","6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","64262","Precast concrete","%","17.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","65","Structural steel and reinforcing metal","%","35.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","651","Structural steel","%","61.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","65161","Other structural steel","%","-7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","65162","Structural steel fabricated metal","%","73.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","652","Reinforcing metal","%","3.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","653","Other steel products","%","15.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","661","Rough timber (including plain sawn)","%","-18.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","66161","Rough timber (softwood)","%","-17.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","66162","Rough timber (hardwood)","%","-21.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","671","Machined, treated engineered timber","%","11.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","67161","Other treated timber","%","9.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","67162","Wooden windows and doors","%","13.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","68","Bituminous macadam, asphalt and bituminous emulsions","%","15.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","681","Bituminous macadam and asphalt","%","15.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","682","Bituminous emulsions","%","20.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","691","Electrical fittings","%","7.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","69162","Lighting equipment","%","0"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","69163","Protection and communication equipment","%","13.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","70","All other materials","%","14.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","700","Plumbing materials including sanitary ware","%","30.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","701","HVAC (heating and ventilation equipment)","%","7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","702","Insulating materials","%","12.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","703","Pipes and fittings","%","18.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","70371","PVC pipes and fittings","%","20.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","70372","Copper pipes and fittings","%","18"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","704","Plaster","%","41"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","705","Paints, oils and varnishes","%","18.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","706","Glass","%","6.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","708","All other metal fittings","%","1.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202301","2023 January","709","All other products","%","10.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","-","Materials","%","14.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","601","Stone, sand and gravel","%","5.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","60161","Sand and gravel","%","5.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","60162","Stone","%","5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","611","Cement","%","24.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","621","Ready mixed mortar and concrete","%","24.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","631","Concrete blocks and bricks","%","16"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","64","Other concrete products including precast","%","9.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","64261","Other concrete products (excluding precast concrete)","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","64262","Precast concrete","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","65","Structural steel and reinforcing metal","%","35.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","651","Structural steel","%","61.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","65161","Other structural steel","%","-10"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","65162","Structural steel fabricated metal","%","73.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","652","Reinforcing metal","%","2.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","653","Other steel products","%","14"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","661","Rough timber (including plain sawn)","%","-15.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","66161","Rough timber (softwood)","%","-15.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","66162","Rough timber (hardwood)","%","-21.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","671","Machined, treated engineered timber","%","11.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","67161","Other treated timber","%","9.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","67162","Wooden windows and doors","%","13.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","68","Bituminous macadam, asphalt and bituminous emulsions","%","16.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","681","Bituminous macadam and asphalt","%","16.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","682","Bituminous emulsions","%","13.2"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","691","Electrical fittings","%","10"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","69162","Lighting equipment","%","0"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","69163","Protection and communication equipment","%","13.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","70","All other materials","%","14.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","700","Plumbing materials including sanitary ware","%","29.9"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","701","HVAC (heating and ventilation equipment)","%","7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","702","Insulating materials","%","12"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","703","Pipes and fittings","%","18.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","70371","PVC pipes and fittings","%","20.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","70372","Copper pipes and fittings","%","18"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","704","Plaster","%","34.8"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","705","Paints, oils and varnishes","%","23.6"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","706","Glass","%","6.3"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","708","All other metal fittings","%","1.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202302","2023 February","709","All other products","%","10.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","-","Materials","%","13.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","601","Stone, sand and gravel","%","6.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","60161","Sand and gravel","%","-2.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","60162","Stone","%","8.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","611","Cement","%","24.1"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","621","Ready mixed mortar and concrete","%","21.7"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","631","Concrete blocks and bricks","%","15.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","64","Other concrete products including precast","%","9.5"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","64261","Other concrete products (excluding precast concrete)","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","64262","Precast concrete","%",""
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","65","Structural steel and reinforcing metal","%","30.4"
"WPM28C03","Percentage Change over 12 month in Wholesale Price Index","202303","2023 March","651","Structural steel","%","58.4"
